"mal_id","anime_title","score","members","start_date","url"
"8479","Hetalia World Series","7.50","104502","20100326","https://myanimelist.net/anime/8479/Hetalia_World_Series"
"8507","Ikkitousen: Xtreme Xecutor Specials","6.54","13047","20100625","https://myanimelist.net/anime/8507/Ikkitousen__Xtreme_Xecutor_Specials"
"8516","Baka to Test to Shoukanjuu Ni!","7.71","344390","20110708","https://myanimelist.net/anime/8516/Baka_to_Test_to_Shoukanjuu_Ni"
"8630","Hidan no Aria","6.83","343257","20110415","https://myanimelist.net/anime/8630/Hidan_no_Aria"
"8705","Phantom: Requiem for the Phantom Picture Drama","6.53","7227","20090724","https://myanimelist.net/anime/8705/Phantom__Requiem_for_the_Phantom_Picture_Drama"
"8795","Panty & Stocking with Garterbelt","7.72","333575","20101002","https://myanimelist.net/anime/8795/Panty___Stocking_with_Garterbelt"
"8841","Kore wa Zombie Desu ka?","7.38","575918","20110111","https://myanimelist.net/anime/8841/Kore_wa_Zombie_Desu_ka"
"8857","Nichijou: Nichijou no 0-wa","7.40","76113","20110312","https://myanimelist.net/anime/8857/Nichijou__Nichijou_no_0-wa"
"8888","Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita","7.37","165774","20120716","https://myanimelist.net/anime/8888/Code_Geass__Boukoku_no_Akito_1_-_Yokuryuu_wa_Maiorita"
"8915","Dantalian no Shoka","7.24","136914","20110716","https://myanimelist.net/anime/8915/Dantalian_no_Shoka"
"8937","Toaru Majutsu no Index II","7.56","414240","20101008","https://myanimelist.net/anime/8937/Toaru_Majutsu_no_Index_II"
"9135","Fullmetal Alchemist: The Sacred Star of Milos","7.28","167940","20110702","https://myanimelist.net/anime/9135/Fullmetal_Alchemist__The_Sacred_Star_of_Milos"
"9136","Kuroshitsuji II Specials","7.43","113840","20101027","https://myanimelist.net/anime/9136/Kuroshitsuji_II_Specials"
"9253","Steins;Gate","9.09","2161009","20110406","https://myanimelist.net/anime/9253/Steins_Gate"
"9314","Fractale","6.94","78019","20110114","https://myanimelist.net/anime/9314/Fractale"
"9332",".hack//Quantum","7.14","38536","20110128","https://myanimelist.net/anime/9332/hack__Quantum"
"9355","Sekirei: Pure Engagement Episode 0","7.20","48028","20100825","https://myanimelist.net/anime/9355/Sekirei__Pure_Engagement_Episode_0"
"9367","Freezing","6.84","294965","20110108","https://myanimelist.net/anime/9367/Freezing"
"9471","Baka to Test to Shoukanjuu: Matsuri","7.59","117569","20110223","https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri"
"9591","Code Geass: Hangyaku no Lelouch R2 Omake Flash","5.81","15412","20080822","https://myanimelist.net/anime/9591/Code_Geass__Hangyaku_no_Lelouch_R2_Omake_Flash"
"9618","Asobi ni Iku yo!: Asobi ni Oide","6.76","42933","20110615","https://myanimelist.net/anime/9618/Asobi_ni_Iku_yo__Asobi_ni_Oide"
"9630","Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun","6.77","4178","20101006","https://myanimelist.net/anime/9630/Mini_Sengoku_Basara_Ni__Tsukiyo_no_Katakura-kun"
"9690","Densetsu no Yuusha no Densetsu: Iris Report","6.54","18547","20101014","https://myanimelist.net/anime/9690/Densetsu_no_Yuusha_no_Densetsu__Iris_Report"
"9737","Appleseed XIII","6.33","13306","20110603","https://myanimelist.net/anime/9737/Appleseed_XIII"
"9745","Sengoku Basara Movie: The Last Party","7.59","27423","20110604","https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party"
"9751","Strike Witches Movie","7.59","38780","20120317","https://myanimelist.net/anime/9751/Strike_Witches_Movie"
"9754","Kuragehime: Eiyuu Retsuden<U+2606>","6.57","14546","20110128","https://myanimelist.net/anime/9754/Kuragehime__Eiyuu_Retsuden<U+2606>"
"9790","Sora no Otoshimono: Tokeijikake no Angeloid","7.58","123844","20110625","https://myanimelist.net/anime/9790/Sora_no_Otoshimono__Tokeijikake_no_Angeloid"
"9834","Level E","7.43","87646","20110111","https://myanimelist.net/anime/9834/Level_E"
"9865","Hetalia Axis Powers Fan Disc","7.22","12855","20100525","https://myanimelist.net/anime/9865/Hetalia_Axis_Powers_Fan_Disc"
"9922","Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.","6.67","81368","20110404","https://myanimelist.net/anime/9922/Oretachi_ni_Tsubasa_wa_Nai__Under_the_Innocent_Sky"
"9926","Sekaiichi Hatsukoi","7.70","198234","20110409","https://myanimelist.net/anime/9926/Sekaiichi_Hatsukoi"
"9936","Maken-Ki!","6.35","253369","20111005","https://myanimelist.net/anime/9936/Maken-Ki"
"10033","Toriko","7.53","113644","20110403","https://myanimelist.net/anime/10033/Toriko"
"10083","Shiki Specials","7.78","64802","20110525","https://myanimelist.net/anime/10083/Shiki_Specials"
"10163","C: The Money of Soul and Possibility Control","7.20","273948","20110415","https://myanimelist.net/anime/10163/C__The_Money_of_Soul_and_Possibility_Control"
"10165","Nichijou","8.46","761998","20110403","https://myanimelist.net/anime/10165/Nichijou"
"10172","Freezing Specials","6.58","42532","20110330","https://myanimelist.net/anime/10172/Freezing_Specials"
"10209","Kore wa Zombie Desu ka? OVA","7.39","124359","20110610","https://myanimelist.net/anime/10209/Kore_wa_Zombie_Desu_ka_OVA"
"10336","Last Exile: Ginyoku no Fam","7.08","42105","20111015","https://myanimelist.net/anime/10336/Last_Exile__Ginyoku_no_Fam"
"10391","Kuragehime: Soreike! Amars Tankentai","5.61","8994","20100812","https://myanimelist.net/anime/10391/Kuragehime__Soreike_Amars_Tankentai"
"10396","Ben-To","7.23","298113","20111009","https://myanimelist.net/anime/10396/Ben-To"
"10418","Deadman Wonderland: Akai Knife Tsukai","6.94","126015","20111008","https://myanimelist.net/anime/10418/Deadman_Wonderland__Akai_Knife_Tsukai"
"10447","Aquarion Evol","7.10","99680","20120109","https://myanimelist.net/anime/10447/Aquarion_Evol"
"10483","Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","7.24","7036","20110406","https://myanimelist.net/anime/10483/Sengoku_Basara_Ni__Ryuko_Itadaki_no_Chikai_Atsuki_Mirai_e_Kakeru_Tamashii"
"10490","Blood-C","6.53","313263","20110708","https://myanimelist.net/anime/10490/Blood-C"
"10497","Hetalia World Series Specials","7.49","22931","20110325","https://myanimelist.net/anime/10497/Hetalia_World_Series_Specials"
"10547","Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?","6.42","12305","20110624","https://myanimelist.net/anime/10547/Oretachi_ni_Tsubasa_wa_Nai__Hadairo_Ritsu_Kyuuwari_Zou"
"10578","C³","6.61","165788","20111001","https://myanimelist.net/anime/10578/C³"
"10604","Hidan no Aria: Butei ga Kitarite Onsen Kenshuu","6.78","53476","20111221","https://myanimelist.net/anime/10604/Hidan_no_Aria__Butei_ga_Kitarite_Onsen_Kenshuu"
"10620","Mirai Nikki (TV)","7.46","1784548","20111009","https://myanimelist.net/anime/10620/Mirai_Nikki_TV"
"10681","Blood-C: The Last Dark","7.17","87090","20120602","https://myanimelist.net/anime/10681/Blood-C__The_Last_Dark"
"10689","Appleseed XIII Remix Movie 1: Yuigon","6.34","4010","20110613","https://myanimelist.net/anime/10689/Appleseed_XIII_Remix_Movie_1__Yuigon"
"10693","Appleseed XIII Remix Movie 2: Yogen","6.35","4125","20111024","https://myanimelist.net/anime/10693/Appleseed_XIII_Remix_Movie_2__Yogen"
"10719","Boku wa Tomodachi ga Sukunai","7.20","726617","20111007","https://myanimelist.net/anime/10719/Boku_wa_Tomodachi_ga_Sukunai"
"10739","Panty & Stocking in Sanitarybox","6.40","34850","20110428","https://myanimelist.net/anime/10739/Panty___Stocking_in_Sanitarybox"
"10790","Kore wa Zombie Desu ka? of the Dead","7.52","351983","20120405","https://myanimelist.net/anime/10790/Kore_wa_Zombie_Desu_ka_of_the_Dead"
"10793","Guilty Crown","7.45","1093726","20111014","https://myanimelist.net/anime/10793/Guilty_Crown"
"10842","Fullmetal Alchemist: The Sacred Star of Milos Specials","6.90","21708","20110610","https://myanimelist.net/anime/10842/Fullmetal_Alchemist__The_Sacred_Star_of_Milos_Specials"
"10863","Steins;Gate: Oukoubakko no Poriomania","8.30","389413","20120222","https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania"
"11077","Hellsing: The Dawn","7.15","84658","20110727","https://myanimelist.net/anime/11077/Hellsing__The_Dawn"
"11123","Sekaiichi Hatsukoi 2","7.89","143058","20111008","https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2"
"11209","Maken-Ki! OVA","6.61","53670","20120301","https://myanimelist.net/anime/11209/Maken-Ki_OVA"
"11255","Ikkitousen: Shuugaku Toushi Keppuuroku","6.61","16461","20111112","https://myanimelist.net/anime/11255/Ikkitousen__Shuugaku_Toushi_Keppuuroku"
"11341","Tantei Opera Milky Holmes Dai 2 Maku","7.21","17242","20120105","https://myanimelist.net/anime/11341/Tantei_Opera_Milky_Holmes_Dai_2_Maku"
"11359","Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni","7.52","42095","20110802","https://myanimelist.net/anime/11359/Dragon_Ball_Kai__Mirai_ni_Heiwa_wo_Goku_no_Tamashii_yo_Eien_ni"
"11499","Sankarea","7.31","540237","20120406","https://myanimelist.net/anime/11499/Sankarea"
"11577","Steins;Gate Movie: Fuka Ryouiki no Déjà vu","8.46","519346","20130420","https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu"
"11617","High School DxD","7.35","1227208","20120106","https://myanimelist.net/anime/11617/High_School_DxD"
"11703","Code:Breaker","6.75","297130","20121007","https://myanimelist.net/anime/11703/Code_Breaker"
"11705","Dragon Age: Blood Mage no Seisen","6.09","9186","20120211","https://myanimelist.net/anime/11705/Dragon_Age__Blood_Mage_no_Seisen"
"11743","Toaru Majutsu no Index Movie: Endymion no Kiseki","7.45","117962","20130223","https://myanimelist.net/anime/11743/Toaru_Majutsu_no_Index_Movie__Endymion_no_Kiseki"
"11755","009 Re:Cyborg","6.48","17169","20121027","https://myanimelist.net/anime/11755/009_Re_Cyborg"
"11763","Sekai de Ichiban Tsuyoku Naritai!","5.78","49443","20131006","https://myanimelist.net/anime/11763/Sekai_de_Ichiban_Tsuyoku_Naritai"
"12029","Uchuu Senkan Yamato 2199","8.35","102554","20120525","https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199"
"12031","Kingdom","7.99","165938","20120604","https://myanimelist.net/anime/12031/Kingdom"
"12049","Fairy Tail Movie 1: Houou no Miko","7.38","191012","20120818","https://myanimelist.net/anime/12049/Fairy_Tail_Movie_1__Houou_no_Miko"
"12189","Hyouka","8.10","1171060","20120423","https://myanimelist.net/anime/12189/Hyouka"
"12355","Ookami Kodomo no Ame to Yuki","8.60","714553","20120721","https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki"
"12413","Jormungand","7.82","308299","20120411","https://myanimelist.net/anime/12413/Jormungand"
"12429","Last Exile: Ginyoku no Fam - Adjournment","6.46","6207","20111217","https://myanimelist.net/anime/12429/Last_Exile__Ginyoku_no_Fam_-_Adjournment"
"12449","Maken-Ki! Specials","6.18","29048","20111221","https://myanimelist.net/anime/12449/Maken-Ki_Specials"
"12455","Yuu<U+2606>Yuu<U+2606>Hakusho: Mu Mu Hakusho - Nightmare Hakusho","6.56","8590","19930000","https://myanimelist.net/anime/12455/Yuu<U+2606>Yuu<U+2606>Hakusho__Mu_Mu_Hakusho_-_Nightmare_Hakusho"
"12471","Eureka Seven AO","6.67","89819","20120413","https://myanimelist.net/anime/12471/Eureka_Seven_AO"
"12497","Garakuta-doori no Stain: Epilogue","6.14","412","20031011","https://myanimelist.net/anime/12497/Garakuta-doori_no_Stain__Epilogue"
"12503","Mirai Nikki (TV): Ura Mirai Nikki","6.49","55209","20120127","https://myanimelist.net/anime/12503/Mirai_Nikki_TV__Ura_Mirai_Nikki"
"12505","C³: Rinkan Gakkou Confusion!","6.73","26770","20120425","https://myanimelist.net/anime/12505/C³__Rinkan_Gakkou_Confusion"
"12823","Shakugan no Shana-tan III (Final): Final Destruction","7.02","18712","20120127","https://myanimelist.net/anime/12823/Shakugan_no_Shana-tan_III_Final__Final_Destruction"
"12859","One Piece Film: Z","8.16","221450","20121215","https://myanimelist.net/anime/12859/One_Piece_Film__Z"
"13161","Hagure Yuusha no Aesthetica","6.80","369413","20120706","https://myanimelist.net/anime/13161/Hagure_Yuusha_no_Aesthetica"
"13203","Lupin the Third: Mine Fujiko to Iu Onna","7.77","55050","20120405","https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna"
"13239","Mass Effect: Paragon Lost","6.30","8304","20121129","https://myanimelist.net/anime/13239/Mass_Effect__Paragon_Lost"
"13331","Jormungand: Perfect Order","7.91","168747","20121010","https://myanimelist.net/anime/13331/Jormungand__Perfect_Order"
"13357","High School DxD Specials","7.27","186103","20120321","https://myanimelist.net/anime/13357/High_School_DxD_Specials"
"13469","Hyouka: Motsubeki Mono wa","7.36","165366","20120708","https://myanimelist.net/anime/13469/Hyouka__Motsubeki_Mono_wa"
"13535","Binbougami ga!","7.70","212569","20120705","https://myanimelist.net/anime/13535/Binbougami_ga"
"13561","Guilty Crown: 4-koma Gekijou","6.95","24574","20120125","https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou"
"13599","Robotics;Notes","7.33","167532","20121012","https://myanimelist.net/anime/13599/Robotics_Notes"
"13601","Psycho-Pass","8.35","1422354","20121012","https://myanimelist.net/anime/13601/Psycho-Pass"
"13709","Afro Samurai Movie","7.54","58500","20071027","https://myanimelist.net/anime/13709/Afro_Samurai_Movie"
"14027","Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai","7.06","106079","20120926","https://myanimelist.net/anime/14027/Boku_wa_Tomodachi_ga_Sukunai__Relay_Shousetsu_wa_Ketsumatsu_ga_Hanpanai"
"14077","Blood-C: None-None Gekijou","6.11","10061","20120408","https://myanimelist.net/anime/14077/Blood-C__None-None_Gekijou"
"14199","Oniichan dakedo Ai sae Areba Kankeinai yo ne!","6.47","270371","20121005","https://myanimelist.net/anime/14199/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne"
"14293","Nerawareta Gakuen","6.94","86425","20121019","https://myanimelist.net/anime/14293/Nerawareta_Gakuen"
"14353","Death Billiards","7.90","216326","20130302","https://myanimelist.net/anime/14353/Death_Billiards"
"14511","Minami-ke Tadaima","7.67","52933","20130106","https://myanimelist.net/anime/14511/Minami-ke_Tadaima"
"14713","Kamisama Hajimemashita","8.07","545689","20121002","https://myanimelist.net/anime/14713/Kamisama_Hajimemashita"
"14837","Dragon Ball Z Movie 14: Kami to Kami","7.39","185227","20130330","https://myanimelist.net/anime/14837/Dragon_Ball_Z_Movie_14__Kami_to_Kami"
"14875","Eureka Seven AO: Jungfrau no Hanabana-tachi","6.27","10156","20120920","https://myanimelist.net/anime/14875/Eureka_Seven_AO__Jungfrau_no_Hanabana-tachi"
"14921","RDG: Red Data Girl","6.57","103596","20130404","https://myanimelist.net/anime/14921/RDG__Red_Data_Girl"
"14957","Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2","6.42","7377","20080125","https://myanimelist.net/anime/14957/Shakugan_no_Shana__Friagne___Marianne_no_Naze_Nani_Shana_Nandemo_Shitsumonbako_2"
"14967","Boku wa Tomodachi ga Sukunai: Next","7.33","481569","20130111","https://myanimelist.net/anime/14967/Boku_wa_Tomodachi_ga_Sukunai__Next"
"15119","Senran Kagura","6.30","122044","20130106","https://myanimelist.net/anime/15119/Senran_Kagura"
"15195","Hetalia: The Beautiful World","7.46","66684","20130125","https://myanimelist.net/anime/15195/Hetalia__The_Beautiful_World"
"15197","Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu","7.49","123619","20130914","https://myanimelist.net/anime/15197/Code_Geass__Boukoku_no_Akito_2_-_Hikisakareshi_Yokuryuu"
"15199","Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu","7.29","102050","20150502","https://myanimelist.net/anime/15199/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu"
"15201","Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara","7.23","92221","20150704","https://myanimelist.net/anime/15201/Code_Geass__Boukoku_no_Akito_4_-_Nikushimi_no_Kioku_kara"
"15437","Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu","7.45","98956","20121020","https://myanimelist.net/anime/15437/Kore_wa_Zombie_Desu_ka_of_the_Dead__Hai_Minotake_ni_Attemasu"
"15451","High School DxD New","7.50","803112","20130707","https://myanimelist.net/anime/15451/High_School_DxD_New"
"15565","Maken-Ki! Two","6.15","134227","20140116","https://myanimelist.net/anime/15565/Maken-Ki_Two"
"15583","Date A Live","7.18","878426","20130406","https://myanimelist.net/anime/15583/Date_A_Live"
"15605","Brothers Conflict","6.01","165075","20130702","https://myanimelist.net/anime/15605/Brothers_Conflict"
"15649","Puchimas!: Petit iDOLM@STER","7.13","12907","20130101","https://myanimelist.net/anime/15649/Puchimas__Petit_iDOLMSTER"
"15729","Hagure Yuusha no Aesthetica: Hajirai Ippai","6.55","41184","20120926","https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai"
"15809","Hataraku Maou-sama!","7.79","1312769","20130404","https://myanimelist.net/anime/15809/Hataraku_Maou-sama"
"15881","Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials","6.23","35001","20121226","https://myanimelist.net/anime/15881/Oniichan_dakedo_Ai_sae_Areba_Kankeinai_yo_ne_Specials"
"16011","Tokyo Ravens","7.46","435834","20131009","https://myanimelist.net/anime/16011/Tokyo_Ravens"
"16035","Karneval (TV)","7.11","199166","20130404","https://myanimelist.net/anime/16035/Karneval_TV"
"16049","Toaru Kagaku no Railgun S","8.03","342844","20130412","https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S"
"16157","Choujigen Game Neptune The Animation","6.95","141903","20130712","https://myanimelist.net/anime/16157/Choujigen_Game_Neptune_The_Animation"
"16498","Shingeki no Kyojin","8.52","3283744","20130407","https://myanimelist.net/anime/16498/Shingeki_no_Kyojin"
"16528","Hal","7.43","129070","20130608","https://myanimelist.net/anime/16528/Hal"
"16592","Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","7.24","823782","20130705","https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation"
"16694","Sankarea: Wagahai mo... Zombie de Aru...","7.23","77739","20121130","https://myanimelist.net/anime/16694/Sankarea__Wagahai_mo_Zombie_de_Aru"
"16762","Mirai Nikki: Redial","7.33","323079","20130619","https://myanimelist.net/anime/16762/Mirai_Nikki__Redial"
"17187","Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain","7.45","57603","20130622","https://myanimelist.net/anime/17187/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_1_Ghost_Pain"
"17205","Cowboy Bebop: Ein no Natsuyasumi","6.29","24801","20121221","https://myanimelist.net/anime/17205/Cowboy_Bebop__Ein_no_Natsuyasumi"
"17247","Machine-Doll wa Kizutsukanai","7.09","294905","20131007","https://myanimelist.net/anime/17247/Machine-Doll_wa_Kizutsukanai"
"17273","Hetalia: The Beautiful World Specials","7.50","17185","20130424","https://myanimelist.net/anime/17273/Hetalia__The_Beautiful_World_Specials"
"17389","Kingdom 2nd Season","8.36","95982","20130608","https://myanimelist.net/anime/17389/Kingdom_2nd_Season"
"17535","Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa","7.33","82039","20130215","https://myanimelist.net/anime/17535/Fairy_Tail_Movie_1__Houou_no_Miko_-_Hajimari_no_Asa"
"17551","Shakugan no Shana: Shana & Yuuji no Naze Nani Shana! Nandemo Shitsumonbako!","6.34","5903","20070404","https://myanimelist.net/anime/17551/Shakugan_no_Shana__Shana___Yuuji_no_Naze_Nani_Shana_Nandemo_Shitsumonbako"
"17641","Date A Live: Date to Date","7.34","173889","20131206","https://myanimelist.net/anime/17641/Date_A_Live__Date_to_Date"
"17785","Jungle wa Itsumo Hare nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film","6.19","877","20021221","https://myanimelist.net/anime/17785/Jungle_wa_Itsumo_Hare_nochi_Guu__Eizou_Tokuten_-_Maboroshi_no_Pilot_Film"
"17827","Daitoshokan no Hitsujikai","6.88","122494","20141009","https://myanimelist.net/anime/17827/Daitoshokan_no_Hitsujikai"
"18001","Freezing: Vibration","6.75","151466","20131004","https://myanimelist.net/anime/18001/Freezing__Vibration"
"18095","Nourin","6.78","169515","20140111","https://myanimelist.net/anime/18095/Nourin"
"18507","Free!","7.35","709918","20130704","https://myanimelist.net/anime/18507/Free"
"18549","Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party","6.40","3088","20111207","https://myanimelist.net/anime/18549/Sengoku_Basara_Movie__4-Koma_Gekijou_-_Another_Last_Party"
"18767","BlazBlue: Alter Memory","6.10","83743","20131009","https://myanimelist.net/anime/18767/BlazBlue__Alter_Memory"
"19163","Date A Live II","7.20","543797","20140412","https://myanimelist.net/anime/19163/Date_A_Live_II"
"19191","Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers","7.50","46761","20131130","https://myanimelist.net/anime/19191/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_2_Ghost_Whispers"
"19193","Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears","7.35","41111","20140628","https://myanimelist.net/anime/19193/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_3_Ghost_Tears"
"19195","Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone","7.44","37195","20140906","https://myanimelist.net/anime/19195/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Border_4_Ghost_Stands_Alone"
"19285","Shingeki no Kyojin: Ano Hi Kara","7.29","122230","20130707","https://myanimelist.net/anime/19285/Shingeki_no_Kyojin__Ano_Hi_Kara"
"19391","Shingeki no Kyojin Picture Drama","6.62","50037","20130717","https://myanimelist.net/anime/19391/Shingeki_no_Kyojin_Picture_Drama"
"19429","Akuma no Riddle","6.61","245512","20140404","https://myanimelist.net/anime/19429/Akuma_no_Riddle"
"19671","Free!: FrFr - Short Movie","7.63","68098","20130911","https://myanimelist.net/anime/19671/Free__FrFr_-_Short_Movie"
"19775","Sidonia no Kishi","7.66","210979","20140411","https://myanimelist.net/anime/19775/Sidonia_no_Kishi"
"19855","Nobunagun","6.68","62217","20140105","https://myanimelist.net/anime/19855/Nobunagun"
"20031","D-Frag!","7.54","353436","20140107","https://myanimelist.net/anime/20031/D-Frag"
"20057","Space<U+2606>Dandy","7.88","309026","20140105","https://myanimelist.net/anime/20057/Space<U+2606>Dandy"
"20457","Inari, Konkon, Koi Iroha.","7.20","147509","20140116","https://myanimelist.net/anime/20457/Inari_Konkon_Koi_Iroha"
"20479","Choujigen Game Neptune The Animation: Yakusoku no Eien - True End","7.25","30945","20140326","https://myanimelist.net/anime/20479/Choujigen_Game_Neptune_The_Animation__Yakusoku_no_Eien_-_True_End"
"20507","Noragami","7.97","1871360","20140105","https://myanimelist.net/anime/20507/Noragami"
"20543","Bayonetta: Bloody Fate","6.62","44581","20131123","https://myanimelist.net/anime/20543/Bayonetta__Bloody_Fate"
"21009","Sekai de Ichiban Tsuyoku Naritai! Specials","5.71","7322","20131212","https://myanimelist.net/anime/21009/Sekai_de_Ichiban_Tsuyoku_Naritai_Specials"
"21033","Seikoku no Dragonar","6.46","194333","20140405","https://myanimelist.net/anime/21033/Seikoku_no_Dragonar"
"21073","Puchimas!!: Petit Petit iDOLM@STER","7.20","8077","20140401","https://myanimelist.net/anime/21073/Puchimas__Petit_Petit_iDOLMSTER"
"21075","Hetalia: The Beautiful World Extra Disc","7.33","9499","20140226","https://myanimelist.net/anime/21075/Hetalia__The_Beautiful_World_Extra_Disc"
"21195","Soul Eater: Late Night Show","6.83","24179","20080400","https://myanimelist.net/anime/21195/Soul_Eater__Late_Night_Show"
"21339","Psycho-Pass Movie","7.72","239876","20150109","https://myanimelist.net/anime/21339/Psycho-Pass_Movie"
"21353","Tokyo ESP","6.55","159772","20140712","https://myanimelist.net/anime/21353/Tokyo_ESP"
"21373","Freezing: Vibration Specials","6.47","24047","20131225","https://myanimelist.net/anime/21373/Freezing__Vibration_Specials"
"21415","Machine-Doll wa Kizutsukanai Specials","6.73","34083","20131225","https://myanimelist.net/anime/21415/Machine-Doll_wa_Kizutsukanai_Specials"
"21437","Buddy Complex","7.14","79821","20140106","https://myanimelist.net/anime/21437/Buddy_Complex"
"21497","Sengoku Musou SP: Sanada no Shou","6.57","5537","20140321","https://myanimelist.net/anime/21497/Sengoku_Musou_SP__Sanada_no_Shou"
"21507","Soul Eater NOT!","5.91","187104","20140409","https://myanimelist.net/anime/21507/Soul_Eater_NOT"
"21511","Kantai Collection: KanColle","6.85","202371","20150108","https://myanimelist.net/anime/21511/Kantai_Collection__KanColle"
"21575","Koukaku Kidoutai Arise: Ghost in the Shell - Logicoma Specials","6.24","6107","20130726","https://myanimelist.net/anime/21575/Koukaku_Kidoutai_Arise__Ghost_in_the_Shell_-_Logicoma_Specials"
"21743","Donten ni Warau","7.50","115719","20141004","https://myanimelist.net/anime/21743/Donten_ni_Warau"
"21809","Kenzen Robo Daimidaler","6.14","63073","20140405","https://myanimelist.net/anime/21809/Kenzen_Robo_Daimidaler"
"21843","Shingeki no Bahamut: Genesis","7.64","368961","20141006","https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis"
"21845","Ushinawareta Mirai wo Motomete","6.74","85264","20141004","https://myanimelist.net/anime/21845/Ushinawareta_Mirai_wo_Motomete"
"22043","Fairy Tail (2014)","7.67","852404","20140405","https://myanimelist.net/anime/22043/Fairy_Tail_2014"
"22057","Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.","6.87","24029","20140626","https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha__Inari_Konkon_Semishigure"
"22135","Ping Pong the Animation","8.62","329710","20140411","https://myanimelist.net/anime/22135/Ping_Pong_the_Animation"
"22145","Kuroshitsuji: Book of Circus","8.08","351520","20140711","https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus"
"22265","Free!: Eternal Summer","7.64","371123","20140703","https://myanimelist.net/anime/22265/Free__Eternal_Summer"
"22273","Selector Infected WIXOSS","7.24","138610","20140404","https://myanimelist.net/anime/22273/Selector_Infected_WIXOSS"
"22319","Tokyo Ghoul","7.80","2403243","20140704","https://myanimelist.net/anime/22319/Tokyo_Ghoul"
"22663","Seiken Tsukai no World Break","6.83","272515","20150112","https://myanimelist.net/anime/22663/Seiken_Tsukai_no_World_Break"
"22745","Brothers Conflict: Setsubou","6.50","20607","20140226","https://myanimelist.net/anime/22745/Brothers_Conflict__Setsubou"
"22777","Dragon Ball Kai (2014)","7.67","156593","20140406","https://myanimelist.net/anime/22777/Dragon_Ball_Kai_2014"
"22789","Barakamon","8.39","581930","20140706","https://myanimelist.net/anime/22789/Barakamon"
"22961","Date A Live II: Kurumi Star Festival","7.90","155305","20141208","https://myanimelist.net/anime/22961/Date_A_Live_II__Kurumi_Star_Festival"
"23121","Jinsei","6.48","64076","20140706","https://myanimelist.net/anime/23121/Jinsei"
"23151","Shounen Hollywood: Holly Stage for 49","6.08","14876","20140706","https://myanimelist.net/anime/23151/Shounen_Hollywood__Holly_Stage_for_49"
